,RESUMO,TEXTO,LABEL
0,A estratégia de Bolsonaro para destruir a Globo | VEJA,"('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\npolítica \na estratégia de bolsonaro para destruir a globo\ncolocar todos os seus atores na secretaria da cultura\n\n    por  \n      atualizado em 25 jun 2020, 18h01 - publicado em 26 jun 2020, 06h00    \n\n\n\n\n\n \nsó não reparou um padrão quem não quis. depois da passagem curiosa de regina duarte pela secretaria especial da cultura, o presidente jair bolsonaro substituiu a namoradinha do brasil, mocinha em dezenas de novelas, por mario frias, ex-galã de malhação e modelo de cuecas. ficou clara sua estratégia de tentar destruir a emissora, sua arqui-inimiga, alçada a comunista da noite para o dia. assessores dizem que bolsonaro está há dez dias fazendo a piada “conhece o mario? aquele que entrou numa frias!” para quem cruza seu caminho.\no presidente, porém, esbarra em seu pouco conhecimento na área do entretenimento: regina não fazia papéis relevantes havia tempos e frias passou boa parte da última década na record. bolsonaro descobriu isso na última hora e decidiu fazer a posse do novo secretário praticamente às escondidas. esperava que ninguém percebesse, para que ele possa fritá-lo mais rápido. o novo secretário ainda não escolheu qual cargo fingirá assumir depois que for descartado de forma humilhante pelo presidente.\npublicado em veja de 1 de julho de 2020, edição nº 2693\nleia mais  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  sob pressão, lula acelera liberação de recursos e loteamento de cargos  festa do união brasil tem ausência de ministros da cota do partidomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas\n\n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
0,Crivella faz como Deus e tenta emplacar o próprio filho | VEJA,"('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\npolítica \ncrivella faz como deus e tenta emplacar o próprio filho\na assessoria do prefeito negou o favorecimento e divulgou uma nota esclarecendo. a nota diz: “vote no filho do crivella”\n\n    por  \n      5 out 2018, 07h00    \n\n\n\n\n\n \no prefeito marcelo crivella está seguindo os passos de deus e tentando emplacar o próprio filho no comando.\nfuncionários da prefeitura do rio de janeiro foram convocados a uma reunião numa escola de samba. no encontro, todos ficaram sabendo que era para apoiar o filho do prefeito.\na assessoria do prefeito negou o favorecimento e divulgou uma nota esclarecendo. a nota diz: “vote no filho do crivella”.\na prefeitura negou que vá implantar o imposto único de 10% sobre os salários de todos os cariocas.\npublicado em veja de 10 de outubro de 2018, edição nº 2603\ncontinua após publicidade\n\n\neleições 2018eleições: rio de janeirohumormarcelo crivellaleia mais  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  sob pressão, lula acelera liberação de recursos e loteamento de cargos  festa do união brasil tem ausência de ministros da cota do partidomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas\n\n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
0,"Carluxo chama Bebianno de mentiroso, bobo e feio | VEJA","('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\npolítica \ncarluxo chama bebianno de mentiroso, bobo e feio\nbolsonaristas avaliam extinguir os ministérios e criar o cargo de superfilho\n\n    por  \n      15 fev 2019, 07h00    \n\n\n\n\n\n \no vereador carlos bolsonaro, o carluxo, entrou em rota de colisão com o ministro gustavo bebianno. a briga aconteceu no playground do planalto. carlos acusa bebianno de ter bebido laranjada e feito uma sujeira danada no governo. ele chamou o coleguinha de mentiroso, bobo e feio e passou o dia xingando no twitter.\ninconformado, carlos já pediu ao pai um ministério para também brincar de governo. bolsonaristas avaliam extinguir os ministérios e criar o cargo de superfilho.\nenquanto isso, bolsopai se recupera da operação. sua dieta inclui repouso e, claro, bastante laranja.\npublicado em veja de 20 de fevereiro de 2019, edição nº 2622\ncontinua após a publicidade\n\n\ncarlos bolsonarogustavo bebiannohumorleia mais  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  sob pressão, lula acelera liberação de recursos e loteamento de cargos  festa do união brasil tem ausência de ministros da cota do partidomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas\n\n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
0,Bolsonaro diz que foi Lula quem recomendou cloroquina | VEJA,"('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\npolítica \nbolsonaro diz que foi lula quem recomendou cloroquina\no presidente afirmou que a bancada do pt na índia impediu o embarque imediato dos 2 milhões de doses da vacina de oxford\n\n    por  \n      atualizado em 8 mar 2021, 17h49 - publicado em 22 jan 2021, 06h00    \n\n\n\n\n \xa0(nelson almeida/afp)\n\npublicidade\n\n\n\n\n\n \napós a anvisa condenar o tratamento precoce, jair bolsonaro fez o movimento conhecido como “manobra huck” e apagou todas as suas fotos com a cloroquina. em nota, declarou que nunca recomendou o remédio para malária e que quem fazia isso era o ex-presidente lula. “o pt queria distribuir mamadeiras de cloroquina em creches e escolas, nós que impedimos”, declarou o presidente.\no presidente afirmou que a bancada do pt na índia que impediu o embarque imediato dos 2 milhões de doses da vacina de oxford. no cercadinho, bolsonaro disse ainda a apoiadores qual a prioridade agora de seu governo: “agora temos de consertar outro estrago feito por lula. o pt arruinou a relação do brasil com a china”.adchoicesadvertising\npublicado em veja de 27 de janeiro de 2021, edição nº 2722\npolíticaleia mais  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  sob pressão, lula acelera liberação de recursos e loteamento de cargos  festa do união brasil tem ausência de ministros da cota do partidomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas \n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
0,Bolsonaro vai combater mortalidade infantil dando revólver a recém-nascido | VEJA,"('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\npolítica \nbolsonaro vai combater mortalidade infantil dando revólver a recém-nascido\ndeputado vem se destacando em aulas de tiro para menores de 5 anos\n\n    por  \n      24 ago 2018, 13h56    \n\n\n\n\n jair bolsonaro, candidato à presidência da república pelo psl\xa0(heuler andrey/afp)\n\npublicidade\n\n\n\n\n\n \napós ser flagrado em vídeo perguntando a uma criança se ela sabe atirar, bolsonaro reformulou sua resposta aos jornalistas do roda viva, sobre mortalidade infantil, e disse que irá combater o problema dando um revólver para cada recém nascido.\n“é a minha proposta, está ok? e vou além, os prematuros receberão um revólver e uma granada para garantir”, explicou o candidato.\nem outra proposta, bolsonaro também defende a obrigatoriedade da existência de um coldre costurado em todo body para bebês vendido no brasil.\nleia mais  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  sob pressão, lula acelera liberação de recursos e loteamento de cargos  festa do união brasil tem ausência de ministros da cota do partidomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas \n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
0,Biólogo diz que se peixe fosse inteligente já teria fugido do Brasil | VEJA,"('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\npolítica \nbiólogo diz que se peixe fosse inteligente já teria fugido do brasil\ndeclaração do secretário da pesca do governo bolsonaro repercutiu na comunidade científica\n\n    por  \n      atualizado em 8 nov 2019, 09h25 - publicado em 8 nov 2019, 06h00    \n\n\n\n\n\n \na declaração de jorge seif, secretário da pesca do governo bolsonaro, de que peixes são inteligentes e fogem da mancha de óleo repercutiu na comunidade científica. um grupo de pesquisa comandado pelo biólogo vanderlei sardinha concluiu que os peixes não são tão inteligentes assim. “se os peixes fossem inteligentes, já teriam fugido do brasil na época da eleição.”\nao saber que o culpado pelo desastre ambiental havia sido um navio grego, bolsonaro disse em uma live: “na tal dieta do mediterrâneo o cidadão consome óleo grego e todo mundo diz que faz bem, só quando é no meu governo é que reclamam, pô!”.\ncontestado por nossa reportagem, o governo federal insistiu na tese e ainda acrescentou: “assim como os peixes, as árvores também são inteligentes e fogem do fogo”, explicando dessa forma por que o fogo na amazônia é invenção da extrema imprensa.\npublicado em veja de 13 de novembro de 2019, edição nº 2660\ncontinua após a publicidade\n\n\nhumormeio ambientesecretaria da pescavazamento de petróleoleia mais  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  sob pressão, lula acelera liberação de recursos e loteamento de cargos  festa do união brasil tem ausência de ministros da cota do partidomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas\n\n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
0,Mães no Rio já pedem para filhos não esquecerem o coletinho | VEJA,"('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\nbrasil \nmães no rio já pedem para filhos não esquecerem o coletinho\ntradicional casaquinho foi esquecido\n\n    por  \n      atualizado em 30 jul 2020, 20h21 - publicado em 21 ago 2018, 10h35    \n\n\n\n\n pessoas se escondem debaixo dos carros na linha amarela durante tiroteio na cidade de deus no rio de janeiro\xa0(whatsapp/reprodução)\n\npublicidade\n\n\n\n\n\n \no casaquinho foi esquecido. e as mães não ligaram para isso. a onda de violência no rio de janeiro mudou um velho hábito. em vez de pedirem para que os filhos não esqueçam o casaquinho, mas mães agora pedem para que eles levem o coletinho. a venda de coletes à prova de bala é o setor da economia que mais cresce no estado. só perde para a fabricação de placas “vendo” ou “alugo”.\nde acordo com um levantamento, 80% dos cariocas foram assaltados e 20% correram antes de responder à pesquisa, achando que fosse assalto.\nleia mais  erdogan acusa oposição turca de trabalhar com biden para derrubá-lo  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  em feira do mst, paulo teixeira ironiza cpi e critica campos netomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas \n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
0,"De olho em quem não quer vacina, empresário lança o bungee jump sem corda | VEJA","('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\nsaúde \nde olho em quem não quer vacina, empresário lança o bungee jump sem corda\n“é pular de cabeça e pronto. objetivo alcançado ou seu dinheiro de volta”, diz\n\n    por  \n      atualizado em 22 out 2020, 15h01 - publicado em 23 out 2020, 06h00    \n\n\n\n\n \xa0(john lund/getty images)\n\npublicidade\n\n\n\n\n\n \no mercado é de quem sabe perceber as grandes oportunidades, já disse o publicitário que nunca perde a chance de usar um banheiro público mesmo sem vontade. nesta semana, o ministro da saúde anunciou que em janeiro a vacina chinesa, sinovac, estará desembarcando no brasil, mas tem gente que já virou a rodela da churrascaria pro lado vermelho e disse “não, obrigado”. mesmo sem saber se o motivo da recusa é paixão por máscara e álcool 70, religião, veganismo, negacionismo ou só vontade de contrariar a humanidade, um empresário paulistano começou a fabricar um novo produto.\no bungee jump sem corda, ele garante, veio pra ficar. “é pular de cabeça e pronto. objetivo alcançado ou seu dinheiro de volta”, diz. “sendo que a coisa mais difícil vai ser eu ter de devolver o dinheiro, né?”, completa, sem conseguir segurar o riso. o primeiro lote será de 100\u2009000 unidades, e o fabricante aposta que será um sucesso no natal.\npublicado em veja de 28 de outubro de 2020, edição nº 2710\nleia mais  erdogan acusa oposição turca de trabalhar com biden para derrubá-lo  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  em feira do mst, paulo teixeira ironiza cpi e critica campos netomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas \n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
0,Governo implanta o Escola sem Verba | VEJA,"('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\npolítica \ngoverno implanta o escola sem verba\npara pôr fim ao marxismo, o melhor mesmo é cortar o capital\n\n    por  \n      10 maio 2019, 07h00    \n\n\n\n\n \xa0(leo azevedo/estadão conteúdo)\n\npublicidade\n\n\n\n\n\n \ndepois da escola sem partido que não seja o meu, nesta semana o governo bolsonaro anunciou um novo projeto: o escola sem verba. mais uma vez, trata-se de uma questão de viés ideológico. para pôr fim ao marxismo, o melhor mesmo é cortar o capital. e não só das universidades. o ensino básico, que parecia ser o foco do investimento, também está minguando. agora, em vez de ler e escrever e fazer contas, como o presidente bolsonaro havia defendido, o governo prefere que os alunos só aprendam a usar as digitais. e bater continência, já que os colégios militares não terão cortes.\nenquanto isso, o ministro da educação, depois de escorregar no português e escrever “incitar” com s, tropeçou na literatura. chamou o escritor franz kafka de “kafta”. especula-se que as verbas da educação migrem para o aprendizado de ministros.\npublicado em veja de 15 de maio de 2019, edição nº 2634\n\n\n\n\nenvie sua mensagem para a seção de cartas de veja\nqual a sua opinião sobre o tema deste artigo? se deseja ter seu comentário publicado na edição semanal de veja, escreva para veja@abril.com.br\n\n\nescolagoverno bolsonarohumorideologiaministério da educação (mec)leia mais  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  sob pressão, lula acelera liberação de recursos e loteamento de cargos  festa do união brasil tem ausência de ministros da cota do partidomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas \n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
0,"Bolsonaro entrega base, vistos e OMC e ganha um boné de Trump | VEJA","('\n\n\n\n\n\n\n                        por redação \nsiga\n \n\n\n\n\n\n\npolítica \nbolsonaro entrega base, vistos e omc e ganha um boné de trump\n“essa foi a melhor visita que já tivemos desde a época em que a gente ganhava espelhinhos”, disse um membro do itamaraty\n\n    por  \n      22 mar 2019, 07h00    \n\n\n\n\n \xa0(mauro pimentel/afp)\n\npublicidade\n\n\n\n\n\n \nfoi um sucesso a viagem de bolsonaro aos estados unidos. o presidente brasileiro entregou tudo o que podia ao colega americano e trouxe de volta um bem muito precioso, um boné de trump. bolsonaro pediu também um chaveirinho, mas trump achou que era demais.\n“essa foi a melhor visita que já tivemos desde a época em que a gente ganhava espelhinhos”, disse um membro do itamaraty.\num office-boy da casa branca ficou feliz com a volta de bolsonaro ao brasil porque já estava com medo de perder o emprego para o brasileiro.\nno fim, o brasil respirou aliviado. todo mundo imaginava que bolsonaro seria um ditador inflexível mas percebeu que ele cede em tudo. quando está nos eua.\npublicado em veja de 27 de março de 2019, edição nº 2627\n\n\n\n\nenvie sua mensagem para a seção de cartas de veja\nqual a sua opinião sobre o tema deste artigo? se deseja ter seu comentário publicado na edição semanal de veja, escreva para veja@abril.com.br\n\n\ncontinua após a publicidade\n\n\ndonald trumphumoritamaratyjair bolsonaroleia mais  enfermeira admite que emprestou senha para exclusão de vacina de bolsonaro  sob pressão, lula acelera liberação de recursos e loteamento de cargos  festa do união brasil tem ausência de ministros da cota do partidomais lidas1brasil pf encontra certificados de diamantes na casa de mauro cid2cultura a indireta de rodrigo bocardi a luciano hang durante telejornal da globo3cultura o primeiro grande acerto de walcyr carrasco em ‘terra e paixão’4cultura o mais novo climão entre patrícia poeta e manoel soares no ‘encontro’5brasil pf acha cartão de crédito de bolsonaro e papéis sobre atos golpistas \n\npublicidade\n\n\n\n\n\n\n\n\nrecomendadas\n\nrecomendado por\n\n \n\n\n\n\n\n\n\n\n\n',)",False
